schema_name,table_name,constraint_name,constraint_type,definition,is_validated,is_deferrable,initially_deferred
storage,buckets_analytics,buckets_analytics_pkey,primary_key,PRIMARY KEY (id),t,f,f
storage,buckets_vectors,buckets_vectors_pkey,primary_key,PRIMARY KEY (id),t,f,f
storage,migrations,migrations_pkey,primary_key,PRIMARY KEY (id),t,f,f
storage,migrations,migrations_name_key,unique,UNIQUE (name),t,f,f
storage,objects,objects_bucketId_fkey,foreign_key,FOREIGN KEY (bucket_id) REFERENCES storage.buckets(id),t,f,f
storage,objects,objects_pkey,primary_key,PRIMARY KEY (id),t,f,f
storage,s3_multipart_uploads,s3_multipart_uploads_bucket_id_fkey,foreign_key,FOREIGN KEY (bucket_id) REFERENCES storage.buckets(id),t,f,f
storage,s3_multipart_uploads,s3_multipart_uploads_pkey,primary_key,PRIMARY KEY (id),t,f,f
storage,s3_multipart_uploads_parts,s3_multipart_uploads_parts_bucket_id_fkey,foreign_key,FOREIGN KEY (bucket_id) REFERENCES storage.buckets(id),t,f,f
storage,s3_multipart_uploads_parts,s3_multipart_uploads_parts_upload_id_fkey,foreign_key,FOREIGN KEY (upload_id) REFERENCES storage.s3_multipart_uploads(id) ON DELETE CASCADE,t,f,f
storage,s3_multipart_uploads_parts,s3_multipart_uploads_parts_pkey,primary_key,PRIMARY KEY (id),t,f,f
storage,vector_indexes,vector_indexes_bucket_id_fkey,foreign_key,FOREIGN KEY (bucket_id) REFERENCES storage.buckets_vectors(id),t,f,f
storage,vector_indexes,vector_indexes_pkey,primary_key,PRIMARY KEY (id),t,f,f
supabase_migrations,schema_migrations,schema_migrations_pkey,primary_key,PRIMARY KEY (version),t,f,f
supabase_migrations,schema_migrations,schema_migrations_idempotency_key_key,unique,UNIQUE (idempotency_key),t,f,f
